element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
S,3,"=""398.5921""","=""""","=""398.5924""","=""""","=""12""","=""5.84e+07""",B+,"=""147551.60""","=""172632.79""","=""3s2.3p.3d""","=""3D*""","=""1""","=""3s2.3p.4p""","=""3P""","=""0""",,"=""T7942c84""","=""L11011""",
Xe,3,"=""398.596""","=""0.005""","=""398.5955+""","=""""","=""12""","=""""",,"=""158928.10""","=""184009.10""","=""5s2.5p3.(2P*).6s""","=""3P*""","=""2""","=""5s2.5p3.(2P*).6p""","=""1D""","=""2""",,"=""""","=""L10579""",
Fe,2,"=""398.6067""","=""0.0006""","=""398.60642""","=""0.00003""","=""22""","=""2.0e+06""",D+,"=""79331.361""","=""104411.671""","=""3d5.(6S).4s.4p.(1P*)""","=""x 6P*""","=""7/2""","=""3d6.(5D).5d""","=""6D""","=""9/2""",,"=""T6892c83""","=""L18349c139""",
Fe,1,"=""398.61714""","=""0.00005""","=""398.617150""","=""0.000022""","=""7400""","=""""",,"=""26224.969""","=""51304.604""","=""3d7.(2D2).4s""","=""a 3D""","=""3""","=""3d7.(2D2).4p""","=""v 3F*""","=""4""",,"=""""","=""L11631""",
In,2,"=""""","=""""","=""398.6213""","=""0.0005""","=""""","=""1.7e+05""",D+,"=""102174.69""","=""127254.067""","=""5s.5d""","=""3D""","=""2""","=""5s.7p""","=""3P*""","=""2""",,"=""T7081""","=""""",
Th,1,"=""398.62182""","=""0.00014""","=""398.6217060""","=""0.0000024""","=""63""","=""""",,"=""2869.259165""","=""27948.60753""","=""6d2.7s2""","=""3F""","=""3""","=""""","=""*""","=""4""",,"=""""","=""L12239""",
Nd,2,"=""398.625""","=""""","=""398.62240+""","=""""","=""470""","=""""",,"=""10054.195""","=""35133.500""","=""4f3.(4I*).5d (5K*).6s""","=""6L*""","=""11/2""","=""4f3.5d.6p""","=""6L""","=""11/2""",,"=""""","=""L3475""",
W,2,"=""398.63761""","=""""","=""398.6375""","=""0.0003""","=""4""","=""3.13e+05""",B,"=""19276.431""","=""44354.784""","=""""","=""""","=""5/2""","=""""","=""""","=""5/2""",,"=""T7162""","=""L11762""",
Ir,2,"=""398.6381""","=""0.0010""","=""398.6377""","=""0.0008""","=""5""","=""""",,"=""28600.34""","=""53678.68""","=""5d6.6s2""","=""5D""","=""1""","=""5d7.(4F<3/2>).6p""","=""(3/2,1/2)*""","=""2""",,"=""""","=""L4457,L7593""",
Ti,3,"=""398.6400""","=""""","=""398.6393+""","=""""","=""8""","=""2.1e+07""",D,"=""133207.10""","=""158285.34""","=""3p6.3d.4d""","=""3F""","=""3""","=""3p6.3d.4f""","=""1G*""","=""4""",,"=""T1216""","=""L3593""",
Mn,2,"=""398.659""","=""0.0015""","=""398.6586""","=""0.0003""","=""5""","=""""",,"=""44139.031""","=""69216.059""","=""3d5.(2D).4s""","=""c 3D""","=""1""","=""3d5.(4P).4p""","=""z 3P*""","=""1""",,"=""""","=""L562""",
Eu,1,"=""398.660""","=""""","=""398.6597+""","=""""","=""55h""","=""""",,"=""13457.21""","=""38534.17""","=""4f7.(8S*).5d (9D*).6s""","=""a 10D*""","=""11/2""","=""""","=""152""","=""11/2 or 13/2""",,"=""""","=""L7586,L3475""",
Th,1,"=""398.66047""","=""0.00006""","=""398.660487""","=""0.000008""","=""74""","=""""",,"=""14206.91694""","=""39283.8257""","=""5f.6d.7s2""","=""3F*""","=""4""","=""""","=""""","=""4""",,"=""""","=""L5951""",
Sm,2,"=""398.668""","=""""","=""""","=""""","=""740""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Mg,1,"=""398.67533""","=""""","=""398.67533""","=""""","=""8""","=""7.30e+06""",D,"=""35051.264""","=""60127.239""","=""3s.3p""","=""1P*""","=""1""","=""3s.9d""","=""1D""","=""2""",,"=""T6298c72""","=""L7428""",
Fe,11,"=""398.68""","=""""","=""398.680""","=""0.022""","=""""","=""9.44e+00""",C,"=""12667.9""","=""37743.6""","=""3s2.3p4""","=""3P""","=""1""","=""3s2.3p4""","=""1D""","=""2""",M1,"=""T4560""","=""L19611""",
Fe,11,"=""""","=""""","=""398.680""","=""0.022""","=""""","=""3.0e-03""",E,"=""12667.9""","=""37743.6""","=""3s2.3p4""","=""3P""","=""1""","=""3s2.3p4""","=""1D""","=""2""",E2,"=""T4560""","=""""",
Mn,1,"=""398.683""","=""""","=""398.6819""","=""""","=""190""","=""1.1e+07""",E,"=""25265.74""","=""50341.30""","=""3d5.4s2""","=""a 4G""","=""11/2""","=""3d5.(4G).4s.4p.(3P*)""","=""y 4F*""","=""9/2""",,"=""T1117""","=""L3475""",
C,1,"=""398.6879""","=""0.0010""","=""398.6880""","=""0.0014""","=""2600*""","=""""",,"=""64086.96961""","=""89162.15""","=""2s.2p3""","=""3D*""","=""3""","=""2s2.2p.(2P*<3/2>).8f""","=""2[7/2]""","=""4""",,"=""""","=""L17684""",
C,1,"=""398.6879""","=""0.0010""","=""398.6880""","=""0.0014""","=""2600*""","=""""",,"=""64086.96961""","=""89162.15""","=""2s.2p3""","=""3D*""","=""3""","=""2s2.2p.(2P*<3/2>).8f""","=""2[7/2]""","=""3""",,"=""""","=""L17684""",
Np,1,"=""398.689""","=""""","=""""","=""""","=""300l""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3793""",
Cu,2,"=""398.70237""","=""0.00011""","=""398.70244""","=""0.00005""","=""2300""","=""""",,"=""123556.8261""","=""148631.096""","=""3d9.(2D<3/2>).5p""","=""2[3/2]*""","=""2""","=""3d9.(2D<3/2>).6d""","=""2[5/2]""","=""3""",,"=""""","=""L869c171""",
W,2,"=""398.70589""","=""""","=""398.70592""","=""0.00013""","=""10""","=""""",,"=""31538.785""","=""56612.836""","=""""","=""""","=""5/2""","=""""","=""""","=""7/2""",,"=""""","=""L11762""",
Th,2,"=""398.70710""","=""0.00022""","=""398.707145""","=""0.000008""","=""58""","=""""",,"=""12488.28836""","=""37562.2626""","=""5f.6d.(3F*).7s""","=""4F*""","=""9/2""","=""5f2.(3H).6d""","=""4I""","=""11/2""",,"=""""","=""L2372""",
Mn,1,"=""398.710""","=""""","=""398.7091""","=""""","=""150""","=""1.0e+07""",E,"=""25285.43""","=""50359.28""","=""3d5.4s2""","=""a 4G""","=""9/2""","=""3d5.(4G).4s.4p.(3P*)""","=""y 4F*""","=""7/2""",,"=""T1117""","=""L3475""",
Co,1,"=""""","=""""","=""398.7113""","=""""","=""""","=""1.2e+05""",C,"=""4142.66""","=""29216.37""","=""3p6.3d8.(3F).4s""","=""b 4F""","=""7/2""","=""3p6.3d7.(4F).4s.4p.(3P*)""","=""z 4F*""","=""5/2""",,"=""T4223""","=""""",
Th,1,"=""398.720592""","=""0.000022""","=""398.720532""","=""0.000007""","=""920""","=""""",,"=""7502.287636""","=""32575.4200""","=""6d3.(4F).7s""","=""5F""","=""3""","=""6d3.7p""","=""5G*""","=""2""",,"=""""","=""L5951""",
Gd,2,"=""398.721""","=""""","=""""","=""""","=""450""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Th,2,"=""398.72191""","=""0.00022""","=""398.72197""","=""0.00003""","=""2400""","=""""",,"=""34543.5574""","=""59616.5996""","=""5f.7s.(3F*).7p""","=""""","=""5/2""","=""""","=""*""","=""3/2""",,"=""""","=""L2372""",
Hf,1,"=""398.7270""","=""0.0004""","=""398.72696""","=""0.00021""","=""490""","=""""",,"=""25281.843""","=""50354.571""","=""5d3.(b 4F).6s""","=""b 3F""","=""3""","=""5d3.(b 4F).6p""","=""t 3F*""","=""3""",,"=""""","=""L16323""",
Sr,4,"=""398.7285""","=""0.002""","=""398.7300""","=""0.0011""","=""2""","=""""",,"=""336333.74""","=""361406.28""","=""4s2.4p4.(3P<1>).5d""","=""2[1]""","=""1/2""","=""4s.4d.(3D).4p5.(2P*)""","=""4D*""","=""3/2""",,"=""""","=""L4311""",
Sm,2,"=""398.743""","=""""","=""""","=""""","=""370""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Mn,1,"=""""","=""""","=""398.7459""","=""""","=""""","=""1.8e+06""",E,"=""25287.74""","=""50359.28""","=""3d5.4s2""","=""a 4G""","=""7/2""","=""3d5.(4G).4s.4p.(3P*)""","=""y 4F*""","=""7/2""",,"=""T1117""","=""""",
Y,1,"=""398.74804""","=""""","=""398.747956""","=""0.000022""","=""40""","=""""",,"=""11359.757""","=""36431.165""","=""5s2.5p""","=""z 2P*""","=""3/2""","=""4d.5s.(3D).6s""","=""f 2D""","=""5/2""",,"=""""","=""L7610,L3475""",
Th,2,"=""398.74831""","=""0.00022""","=""398.748419""","=""0.000013""","=""120""","=""""",,"=""15144.73767""","=""40216.1166""","=""5f.6d.(3P*).7s""","=""*""","=""3/2""","=""5f.6d.(3H*).7p""","=""""","=""5/2""",,"=""""","=""L2372""",
Er,1,"=""398.753""","=""""","=""""","=""""","=""280""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
W,1,"=""398.7531""","=""""","=""""","=""""","=""5w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
Th,1,"=""398.75540""","=""0.00005""","=""398.755424""","=""0.000007""","=""120""","=""""",,"=""15970.09583""","=""41041.0343""","=""6d3.(2D2).7s""","=""""","=""3""","=""""","=""*""","=""4""",,"=""""","=""L5951""",
